Temperature,Vibration,RPM,Pressure,Runtime,Status
36.17,0.25,1655.6,9.49,90.59,0
36.81,0.2,904.51,4.47,970.08,2
70.07,2.36,1576.14,6.75,797.49,2
65.75,1.01,1361.11,6.73,823.45,1
88.9,1.29,1563.39,3.7,776.83,2
52.29,0.21,1163.25,7.27,119.25,0
85.44,0.33,1730.01,7.95,329.71,2
53.45,2.25,1401.47,7.7,389.16,2
59.27,2.97,1013.92,5.92,291.82,2
75.91,2.32,1092.45,3.57,11.43,2
55.65,1.29,1788.39,6.29,256.42,1
83.47,1.52,1399.18,3.67,382.92,2
86.65,1.81,1144.5,7.38,910.41,2
46.44,1.56,1758.69,4.21,719.66,1
66.87,2.07,1151.22,5.2,684.21,2
42.93,1.32,988.17,3.06,970.06,2
55.9,2.91,940.32,7.11,200.97,2
77.4,2.37,912.61,9.38,194.63,2
66.78,2.96,1682.4,9.7,342.6,2
36.33,0.65,1300.49,8.55,150.15,0
69.58,1.04,1141.2,7.63,467.0,1
78.72,0.55,1589.95,3.45,194.05,2
69.37,2.58,1052.68,5.29,537.12,2
42.69,2.45,1573.64,4.02,463.83,2
76.49,1.08,1433.11,3.35,608.69,2
39.16,2.51,1155.45,4.97,840.89,2
33.01,1.25,1170.0,4.99,911.75,1
75.06,0.29,1514.69,6.69,900.87,2
48.78,1.77,1300.76,6.43,456.11,1
42.34,2.29,1251.34,9.71,260.81,2
70.96,2.83,1463.46,9.1,827.48,2
51.61,1.84,956.26,6.75,230.42,2
74.62,1.63,1211.23,4.88,998.7,1
34.3,0.23,1017.26,9.8,979.24,0
69.3,2.65,1013.96,9.8,142.78,2
36.07,0.43,1373.13,8.47,366.67,0
88.67,1.36,950.45,6.26,679.04,2
79.93,1.43,1393.61,4.87,645.92,2
89.16,0.24,1686.53,6.94,252.1,2
87.29,1.5,1131.69,4.27,244.45,2
79.97,1.88,1713.25,4.62,121.14,2
30.37,1.57,1798.31,7.86,308.39,1
82.61,2.37,815.42,8.72,300.53,2
38.98,0.76,1268.58,5.97,288.89,0
40.33,2.31,1790.11,8.44,295.94,2
44.69,0.73,936.7,6.86,605.4,2
72.33,2.07,1092.33,5.31,681.51,2
50.97,0.72,1174.34,4.9,88.31,0
79.81,2.57,1019.75,3.45,738.83,2
42.69,1.24,864.14,4.58,792.9,2
78.26,0.7,1135.91,3.94,74.17,2
89.53,2.0,1342.1,8.36,840.08,2
78.4,0.15,986.81,7.58,375.76,2
88.95,2.03,1756.55,4.41,863.96,2
49.28,2.97,957.69,6.61,792.84,2
55.96,1.46,1786.36,5.98,604.07,1
33.27,2.54,1448.17,5.83,16.17,2
65.5,0.14,801.2,7.31,189.02,2
41.51,1.99,853.7,5.19,149.43,2
64.81,2.02,1521.14,4.79,89.25,2
34.72,1.34,1745.84,4.52,256.74,1
36.05,1.86,1479.87,7.5,861.13,1
59.19,0.49,1089.41,7.64,613.12,0
61.86,2.08,1437.39,9.17,586.02,2
76.72,0.82,1478.18,9.32,385.73,2
76.75,2.2,859.53,7.07,130.19,2
88.04,2.45,909.72,3.85,594.47,2
50.69,0.2,1341.64,5.71,101.08,0
78.12,2.75,1556.59,8.76,216.49,2
45.81,0.7,1565.06,9.64,716.84,0
82.89,1.95,1187.66,5.98,75.32,2
31.89,2.12,1238.43,6.87,557.66,2
46.64,1.48,1270.76,5.72,820.68,1
57.07,1.85,1695.52,9.06,890.42,1
46.2,0.2,1061.07,4.95,909.36,0
68.95,0.34,935.38,4.09,630.42,2
74.12,2.59,1740.64,4.41,309.77,2
44.42,1.14,1714.67,7.03,738.19,0
59.41,0.18,864.2,6.77,718.79,2
42.92,2.19,1610.67,5.88,746.42,2
54.24,2.07,1564.0,9.94,345.4,2
54.66,0.58,1004.07,7.85,917.05,0
53.68,0.62,1085.1,6.19,290.65,0
44.01,2.23,807.84,6.77,793.77,2
45.97,1.85,1468.9,7.59,445.85,1
50.79,2.52,1558.45,5.25,103.02,2
34.31,0.37,1382.87,3.36,336.93,0
75.19,0.95,1563.31,8.22,245.83,2
73.73,2.27,1197.45,4.47,521.27,2
85.28,1.95,972.92,7.78,427.2,2
65.49,2.23,1314.95,8.7,722.16,2
66.9,0.54,1635.95,9.55,136.97,1
59.29,0.85,1554.52,8.05,140.89,0
82.62,0.62,1597.26,6.2,328.27,2
39.49,0.59,1461.89,6.85,122.09,0
36.76,0.31,1543.77,7.98,58.43,0
63.62,0.35,1703.75,9.35,698.23,1
85.57,2.45,1628.54,6.99,306.06,2
43.07,1.05,1428.5,4.21,258.64,0
58.08,0.78,1388.64,9.46,748.09,0
69.99,1.79,1287.95,4.31,894.71,1
44.91,0.36,1550.02,4.23,371.9,0
31.7,0.5,973.2,3.38,656.66,2
80.22,1.18,1674.58,4.49,325.39,2
39.04,1.9,1219.87,7.29,761.67,1
62.74,1.92,1735.25,5.09,359.16,1
73.06,1.87,978.53,5.63,467.84,2
55.16,0.62,1724.43,8.34,481.36,0
70.8,2.7,936.17,4.75,542.7,2
77.94,0.21,1784.02,6.18,359.23,2
47.56,0.61,1591.57,9.69,413.64,0
87.15,2.49,1281.05,7.72,434.98,2
63.52,0.27,1496.26,3.37,817.08,1
79.5,0.79,1123.66,6.37,596.66,2
47.24,1.82,1097.79,3.39,2.53,1
36.07,2.4,1761.43,5.99,512.68,2
38.81,1.7,944.65,7.28,933.26,2
41.74,2.32,823.5,5.63,110.75,2
51.15,0.6,1173.3,5.92,300.59,0
69.4,2.76,1200.6,4.35,270.72,2
81.24,1.76,1255.01,4.05,449.73,2
46.71,2.84,1684.07,3.59,516.65,2
43.5,1.29,1676.85,6.69,334.22,1
42.47,2.42,1424.52,6.28,217.48,2
50.05,2.88,1320.09,5.8,521.42,2
76.74,1.09,978.71,7.09,665.2,2
72.76,2.66,1171.17,3.53,958.35,2
56.1,1.91,1466.31,6.83,205.26,1
75.31,2.43,1352.98,6.42,113.94,2
35.04,1.08,1110.85,9.68,783.62,0
69.6,1.6,967.37,9.85,375.04,2
36.42,1.53,1674.0,9.21,10.97,1
83.18,0.89,838.97,8.93,863.87,2
65.77,1.77,1613.12,8.5,890.11,1
63.16,2.91,1796.15,3.82,849.54,2
59.99,1.22,1413.07,3.39,506.46,1
82.25,0.72,1226.39,9.58,428.56,2
51.5,1.38,1319.45,7.42,800.69,1
57.13,2.47,1333.72,5.37,657.95,2
73.06,1.72,856.61,4.19,285.3,2
46.96,2.05,818.35,8.29,265.34,2
48.6,1.63,1015.93,9.19,85.37,1
56.66,2.56,1415.84,5.05,420.76,2
72.4,2.92,1693.14,5.4,998.2,2
30.21,0.18,1623.84,4.4,60.77,0
44.23,1.34,1530.57,7.37,237.62,1
60.2,2.79,1615.01,5.26,982.26,2
72.52,0.28,835.16,4.18,727.86,2
41.02,1.58,893.26,9.45,343.96,2
84.49,2.84,806.13,6.25,24.66,2
84.52,1.6,874.94,3.77,383.51,2
86.41,2.11,1667.62,5.57,43.21,2
88.46,0.15,1747.65,5.58,10.09,2
71.35,2.94,1765.63,4.13,181.25,2
63.93,1.95,1539.42,4.27,959.01,1
68.32,2.56,1340.07,5.9,977.18,2
64.93,2.61,1753.29,7.73,548.94,2
30.21,0.22,1000.85,4.3,254.76,0
48.3,1.14,1220.54,3.69,42.36,0
70.44,1.66,1244.14,7.44,827.68,1
55.66,1.96,1753.57,8.88,426.0,1
68.68,0.61,1360.52,9.87,518.32,1
85.66,1.28,1798.84,7.05,42.27,2
65.21,0.9,832.48,8.75,275.73,2
77.79,0.94,994.33,9.82,361.65,2
66.08,1.87,1360.47,9.4,674.44,1
54.22,2.6,981.06,6.81,950.55,2
67.52,2.47,1453.56,8.88,944.49,2
46.38,0.59,1283.99,7.91,227.19,0
30.25,1.09,1768.86,7.86,401.33,0
41.55,1.13,969.84,3.74,906.74,2
89.86,0.58,854.52,5.31,461.66,2
42.29,0.97,1000.87,8.42,712.58,0
68.1,1.22,1709.04,9.79,173.64,1
43.38,1.62,891.25,6.06,581.79,2
61.32,1.06,1342.45,9.71,206.02,1
69.29,0.23,866.42,6.86,104.94,2
31.34,0.6,1364.85,7.92,202.48,0
70.1,0.63,1413.46,5.88,653.8,1
89.7,2.82,804.28,9.2,66.49,2
87.18,0.92,1182.03,3.64,112.27,2
73.6,2.84,1410.75,8.01,761.97,2
45.77,0.23,801.87,5.45,241.46,2
33.74,0.62,924.5,9.4,140.27,2
62.26,1.82,1343.49,3.69,318.8,1
33.08,1.25,988.6,6.93,692.81,2
61.93,1.36,1187.33,8.89,219.37,1
74.05,2.3,1219.2,5.08,470.54,2
35.59,0.23,911.6,4.31,504.18,2
80.95,0.78,1735.16,9.68,958.9,2
80.25,1.16,872.68,6.98,558.68,2
81.0,2.99,1308.16,5.42,185.9,2
30.29,1.58,1355.52,8.77,504.58,1
84.99,1.92,1640.34,4.04,855.34,2
70.51,0.59,989.76,9.49,32.22,2
57.75,1.01,1465.08,8.88,360.38,0
55.61,2.95,1583.92,9.28,438.76,2
44.04,1.29,1516.09,3.77,270.47,1
32.8,1.35,1627.45,3.17,675.32,1
85.95,0.79,1493.63,9.83,962.28,2
44.1,0.39,948.28,7.91,725.76,2
70.45,1.07,969.78,7.07,483.68,2
73.73,1.38,1138.64,5.05,211.47,1
45.94,0.38,1146.86,3.26,186.41,0
74.81,1.04,1468.24,8.02,581.19,1
87.52,0.16,1538.65,9.71,862.27,2
40.07,1.05,972.45,7.21,712.19,2
49.02,1.66,1490.92,5.95,854.02,1
76.29,0.29,1421.13,4.65,557.52,2
87.41,2.65,1204.52,5.04,234.41,2
61.95,0.43,1349.28,3.01,323.85,1
43.2,2.92,1527.24,5.45,92.85,2
61.01,0.72,1336.43,8.85,615.79,1
68.03,1.67,1727.27,9.52,512.72,1
48.35,1.43,986.56,7.45,500.09,2
36.2,0.67,1279.63,9.21,566.39,0
70.89,1.08,1371.41,6.13,659.13,1
33.03,1.53,1095.99,5.28,960.92,1
40.96,1.0,1309.89,9.04,416.67,0
74.63,2.58,1110.02,5.75,356.56,2
79.97,0.23,1108.42,7.76,565.44,2
56.18,1.67,997.58,6.02,501.7,2
84.07,0.86,1667.83,7.51,20.34,2
73.48,0.2,1797.38,9.11,297.34,1
45.44,1.21,1156.17,5.61,318.28,1
67.27,0.58,1645.98,8.69,476.48,1
81.16,0.82,817.57,7.33,457.91,2
64.03,2.71,1769.93,7.44,764.06,2
35.03,0.57,1533.2,6.02,445.97,0
48.52,1.86,985.17,7.39,173.8,2
33.83,1.06,1031.14,9.22,54.95,0
40.6,1.69,1281.07,3.32,7.25,1
89.28,2.01,1165.41,6.29,266.55,2
50.69,1.98,1682.81,4.29,840.36,1
37.29,0.72,837.18,3.99,917.3,2
57.57,0.33,1759.73,9.15,754.68,0
86.01,0.74,1636.37,7.83,869.76,2
77.81,1.1,1574.4,4.84,328.59,2
36.47,2.81,1091.0,6.64,391.33,2
87.6,1.07,1578.55,8.99,435.61,2
52.69,2.27,1712.9,8.28,227.13,2
83.3,1.22,1376.23,8.82,188.39,2
77.07,1.83,1693.34,4.2,420.68,2
79.97,0.16,912.2,9.93,280.39,2
88.53,0.63,1161.09,8.27,657.78,2
64.87,1.64,1643.44,4.64,442.47,1
39.33,1.83,1050.54,5.34,471.25,1
31.61,0.37,1485.93,6.0,864.79,0
71.68,0.12,1416.71,3.66,780.93,1
89.49,1.64,1482.78,4.66,437.6,2
81.37,0.59,1065.54,6.12,712.25,2
52.55,2.79,894.46,5.6,708.95,2
43.56,2.0,964.22,3.39,121.02,2
85.8,1.7,1596.35,5.33,592.66,2
59.7,2.84,1547.57,8.11,46.35,2
62.98,1.45,1727.84,4.8,269.83,1
54.68,0.81,929.18,9.0,558.28,2
81.68,2.51,1082.04,6.83,83.22,2
84.92,1.27,1193.68,5.12,460.66,2
45.11,1.19,1599.95,8.84,304.18,0
58.14,2.63,852.67,9.22,219.18,2
70.71,1.79,1352.94,9.02,101.57,1
50.82,1.66,1611.29,4.52,802.93,1
53.98,0.65,1558.99,3.64,514.77,0
33.83,1.13,1401.08,6.89,404.66,0
55.74,0.76,1255.88,9.67,850.45,0
38.71,0.19,1733.52,6.69,537.84,0
76.84,1.01,1281.91,9.78,672.15,2
39.22,0.49,1004.26,8.37,295.38,0
31.28,2.84,969.71,3.07,237.13,2
44.1,1.32,1720.39,9.15,456.89,1
54.65,1.71,1043.45,3.37,939.22,1
41.2,0.68,1272.46,6.44,18.43,0
38.88,1.2,1483.73,4.6,423.01,0
63.44,2.68,1126.07,3.93,489.27,2
74.8,0.42,1224.68,3.12,33.56,1
58.98,0.96,1645.11,7.22,453.93,0
54.48,1.54,840.44,9.25,998.3,2
40.89,0.45,943.58,7.63,661.44,2
80.88,2.28,1249.69,7.29,688.28,2
60.76,1.48,1445.1,6.9,643.94,1
66.77,2.19,1442.8,6.64,681.8,2
56.97,0.8,801.42,6.92,590.66,2
88.32,1.15,1194.13,4.41,70.53,2
76.37,0.82,1408.9,7.81,471.24,2
82.58,1.39,1084.91,9.27,861.56,2
39.84,0.18,889.99,5.01,972.26,2
63.51,1.18,1688.72,6.17,315.24,1
86.47,2.56,1643.67,6.59,789.44,2
40.76,1.76,1783.85,5.04,794.35,1
59.43,0.22,1563.02,4.18,631.47,0
35.14,2.85,1091.72,4.59,129.14,2
86.76,2.16,1541.66,6.5,474.73,2
36.6,1.72,1046.92,9.84,796.58,1
54.78,0.54,1585.33,3.85,189.33,0
42.69,1.71,1587.06,5.2,84.67,1
57.87,2.27,1021.66,4.54,947.23,2
87.25,2.97,1607.66,4.32,211.98,2
50.41,1.02,1756.53,8.52,724.01,0
41.16,2.74,1627.87,4.15,871.17,2
46.33,0.33,1456.82,7.58,94.93,0
49.13,2.98,1478.43,8.11,212.92,2
34.73,0.9,1048.9,4.64,192.75,0
64.49,1.05,1620.35,4.29,464.63,1
30.82,1.5,855.84,9.84,790.59,2
59.41,0.35,1392.45,8.31,190.72,0
64.09,2.46,1568.25,8.62,879.32,2
86.26,1.28,1368.77,8.53,697.14,2
89.73,0.14,1155.13,4.97,262.32,2
43.35,2.16,884.76,8.19,693.43,2
45.05,0.83,1428.86,8.34,876.49,0
81.13,2.9,1381.38,9.36,808.51,2
83.68,0.13,1765.9,6.31,798.18,2
37.63,1.25,1071.46,5.04,123.26,1
78.35,0.13,1112.51,4.22,589.04,2
45.26,0.85,1288.34,7.57,121.3,0
40.53,0.82,1773.75,5.78,598.99,0
44.49,1.52,874.12,3.24,468.73,2
53.92,0.5,1487.6,9.95,395.65,0
67.47,2.89,1631.53,6.24,737.49,2
37.69,1.59,1079.06,4.13,426.28,1
37.86,2.13,1256.24,6.72,146.38,2
38.39,1.79,1785.01,3.67,285.73,1
82.17,0.31,1675.89,6.67,408.27,2
48.58,0.96,1105.8,9.19,723.8,0
70.18,2.42,1057.11,7.33,460.07,2
76.95,1.0,1443.18,9.18,402.15,2
34.0,1.6,1145.97,7.71,951.03,1
59.14,1.45,1454.58,3.72,253.51,1
85.14,2.04,813.44,4.43,682.84,2
75.86,2.54,1092.18,9.52,552.95,2
71.79,1.83,922.74,9.74,122.88,2
45.29,2.46,1418.6,8.87,515.74,2
52.62,2.77,836.25,8.99,230.82,2
80.92,0.5,1380.22,9.22,473.54,2
74.79,2.43,1536.49,9.48,446.83,2
40.39,0.24,1046.46,4.0,557.95,0
41.1,0.21,835.99,8.82,591.45,2
51.49,2.69,870.2,9.86,616.29,2
41.01,2.07,1563.38,6.01,861.63,2
39.04,0.91,893.49,4.48,238.73,2
85.06,0.33,1227.42,6.73,898.69,2
89.86,2.28,1770.79,8.51,963.2,2
72.44,0.33,1201.92,7.53,350.72,1
46.4,1.77,1733.5,3.24,769.23,1
73.36,2.9,1730.71,8.34,520.41,2
42.26,1.68,1565.35,9.27,789.71,1
41.72,1.84,1132.17,3.06,200.22,1
36.79,2.54,1058.51,4.99,959.94,2
52.75,0.13,1083.85,3.84,102.81,0
34.65,1.82,989.35,5.53,862.02,2
55.46,2.76,1297.94,5.79,750.39,2
34.39,0.36,1451.97,6.41,790.42,0
84.98,1.23,1396.41,6.5,981.61,2
79.87,2.74,1054.34,8.41,265.47,2
42.52,2.84,819.3,9.76,149.26,2
79.17,0.9,1150.7,4.52,585.51,2
50.89,2.01,815.65,3.45,99.66,2
55.14,2.46,1688.18,4.71,574.37,2
76.1,0.94,1209.01,6.67,134.87,2
31.56,0.54,1426.85,3.52,189.7,0
50.27,0.33,991.7,9.38,19.3,2
69.21,1.21,1472.65,7.12,223.5,1
80.83,1.53,1622.54,5.84,984.69,2
76.23,2.9,1314.33,6.32,755.45,2
82.82,2.9,1124.55,8.59,210.65,2
62.73,0.62,1147.4,9.52,146.09,1
67.94,1.82,920.74,5.28,562.98,2
41.23,2.42,1772.16,4.5,186.91,2
57.3,2.27,1081.6,3.14,541.22,2
87.4,1.23,1220.13,9.78,694.61,2
73.15,1.73,1774.61,7.82,895.03,1
71.96,2.23,1090.41,5.12,782.98,2
47.8,1.73,1049.35,8.72,110.5,1
79.77,1.85,986.91,6.79,282.5,2
49.41,1.12,863.32,9.9,31.53,2
69.75,1.18,1446.01,5.49,673.75,1
73.75,2.1,913.96,7.6,279.99,2
31.73,1.3,1233.54,6.27,704.82,1
48.53,1.01,860.55,7.81,567.83,2
50.97,2.15,1337.36,6.28,511.32,2
68.18,2.01,1088.96,3.99,156.63,2
68.36,2.63,1209.5,4.19,756.6,2
79.95,2.65,1406.83,9.03,15.41,2
36.43,0.37,1512.6,3.49,496.36,0
58.36,1.0,1670.41,4.19,352.46,0
76.45,0.19,1472.95,8.71,932.27,2
82.58,1.03,1386.36,3.54,257.87,2
35.65,1.01,1675.19,5.43,561.9,0
56.0,1.43,1769.57,5.07,627.32,1
55.2,0.28,1289.33,8.69,98.75,0
34.18,0.55,1564.4,8.07,565.02,0
58.09,2.68,1566.7,8.68,813.26,2
68.56,1.43,1664.68,9.48,23.81,1
33.09,2.88,1077.16,9.11,388.8,2
37.15,0.33,956.51,4.75,488.52,2
72.09,2.96,1241.51,6.63,521.82,2
62.37,1.6,808.77,3.01,97.67,2
36.09,2.14,1004.92,9.26,928.61,2
88.55,2.82,1071.89,6.57,175.45,2
78.37,2.68,1651.29,6.03,758.67,2
35.85,0.22,1553.24,5.98,995.55,0
35.84,2.58,1279.98,8.79,817.13,2
84.96,0.96,1749.8,4.06,81.97,2
55.9,2.5,1273.42,8.81,729.69,2
42.57,2.85,860.78,9.29,304.44,2
60.01,1.32,971.83,5.51,192.93,2
42.23,0.64,1289.02,8.59,568.97,0
83.59,1.95,1489.34,7.67,449.46,2
71.36,0.3,1659.85,8.44,245.23,1
76.08,0.14,1017.25,3.46,780.23,2
75.35,2.46,804.48,6.51,704.84,2
39.32,1.98,884.11,4.27,475.8,2
69.21,0.52,985.22,4.43,238.7,2
43.59,1.25,1453.79,6.07,775.97,1
73.16,0.47,848.84,9.15,79.83,2
38.9,0.16,1428.34,7.08,986.9,0
83.22,1.29,1171.59,5.08,152.41,2
38.29,0.48,914.11,4.68,306.67,2
87.69,1.78,1787.6,5.61,457.63,2
49.47,0.63,943.16,9.62,986.81,2
32.69,0.54,1223.52,4.3,363.88,0
37.75,1.42,1071.69,5.46,94.31,1
55.69,2.95,1128.83,9.14,843.2,2
87.12,2.39,1459.6,9.0,75.64,2
57.77,2.97,1569.6,9.73,779.63,2
82.49,2.15,1560.5,6.66,924.24,2
79.5,2.55,1473.01,5.13,35.63,2
86.14,1.8,1098.14,4.04,829.52,2
80.19,2.46,1445.08,5.56,304.07,2
30.51,2.52,887.43,7.42,504.07,2
61.6,2.79,831.62,8.41,52.05,2
32.29,1.35,863.08,8.52,529.56,2
31.74,0.22,1412.67,8.64,437.8,0
63.27,2.42,1410.51,4.57,613.05,2
67.7,2.23,1420.87,9.78,197.29,2
87.07,1.66,1471.96,3.7,380.58,2
76.16,2.15,840.14,6.83,88.28,2
89.75,2.7,821.08,9.01,919.43,2
51.21,2.19,1242.1,7.59,340.32,2
49.35,1.33,945.57,8.82,348.7,2
54.01,2.69,1296.62,6.81,956.5,2
83.2,0.59,1273.22,9.8,372.37,2
52.29,0.67,914.32,8.18,770.03,2
88.14,2.34,1043.35,3.28,985.44,2
50.43,1.0,1705.96,7.1,214.87,0
83.35,2.98,886.68,9.04,390.52,2
61.44,2.75,1773.38,4.84,212.85,2
34.83,1.73,813.6,5.88,73.38,2
54.31,0.22,1635.22,4.47,328.31,0
82.2,2.26,1019.04,3.5,715.67,2
53.44,2.32,1245.29,5.42,451.21,2
74.91,2.72,849.77,6.67,32.84,2
58.1,2.67,1161.59,9.53,630.61,2
86.05,2.3,903.44,4.62,394.17,2
40.21,1.54,1271.37,9.69,433.73,1
77.14,2.83,1676.99,4.46,496.03,2
50.86,1.26,1160.81,8.78,452.14,1
61.42,2.95,859.98,6.42,774.06,2
39.07,1.87,1039.46,9.07,327.1,1
49.74,1.83,983.56,4.99,416.63,2
51.22,1.62,1399.64,6.97,654.17,1
48.46,0.47,1560.81,8.96,257.01,0
54.43,1.55,1333.33,7.62,41.6,1
73.29,0.28,1268.29,8.79,451.22,1
38.95,2.96,1689.29,8.4,411.51,2
41.03,2.83,1332.35,8.97,342.1,2
50.12,2.96,1321.83,3.98,219.67,2
58.92,0.22,1262.53,5.93,779.34,0
51.3,2.95,980.77,7.14,89.7,2
74.03,2.98,1619.14,6.89,484.74,2
80.1,2.81,1789.21,5.78,990.92,2
39.36,0.84,889.02,4.9,767.94,2
81.18,2.36,1431.07,6.6,708.7,2
53.45,2.54,1477.19,7.88,535.94,2
83.11,0.83,1181.15,8.44,492.75,2
83.35,1.1,1169.33,9.22,464.37,2
60.97,1.07,1076.67,7.59,119.84,1
82.76,2.36,990.75,7.86,602.63,2
41.07,0.89,1208.99,7.89,638.72,0
61.93,2.33,1557.94,7.33,786.99,2
50.06,2.66,1414.91,8.76,546.28,2
43.11,1.67,1171.11,7.88,475.79,1
80.17,2.07,1484.54,4.52,984.25,2
80.5,2.39,1130.22,6.75,137.1,2
62.31,0.52,1353.04,7.54,390.2,1
59.91,2.64,908.56,8.54,170.75,2
32.2,0.64,1565.04,5.84,872.52,0
61.48,0.16,1516.71,3.77,789.38,1
40.09,1.1,1561.27,9.68,371.43,0
79.76,0.65,1607.18,7.6,192.74,2
48.15,0.48,1182.97,4.43,644.0,0
89.67,0.13,1340.92,7.02,914.21,2
60.36,1.68,1271.65,4.88,56.03,1
54.52,0.25,1350.49,5.15,533.6,0
38.06,2.8,1694.52,4.33,343.44,2
66.81,0.38,1154.57,4.76,915.52,1
81.15,1.78,1320.35,9.52,932.43,2
88.16,0.46,960.56,7.74,541.43,2
31.11,0.28,1688.08,9.08,357.27,0
83.46,1.82,1605.91,5.99,113.4,2
56.02,1.43,1350.94,3.74,991.4,1
44.65,0.68,1326.8,6.76,439.82,0
76.31,1.6,1409.7,8.07,25.03,2
64.24,2.66,817.39,5.84,926.23,2
51.19,1.43,1781.54,4.4,65.26,1
81.57,2.62,1272.08,6.6,835.81,2
74.31,0.87,816.89,6.36,858.91,2
83.75,2.87,1679.56,7.06,444.61,2
76.49,2.25,1338.14,3.61,926.08,2
57.34,1.15,1429.57,7.72,210.69,0
80.22,0.94,986.68,5.84,730.56,2
87.93,2.45,1740.35,3.98,71.18,2
63.46,0.94,1628.05,7.7,970.73,1
45.29,1.51,1301.24,4.67,590.09,1
56.6,1.4,1162.74,3.12,522.1,1
50.11,0.1,1107.94,4.95,393.45,0
37.91,1.57,1492.44,7.41,803.75,1
57.12,1.61,1610.4,5.99,701.6,1
56.08,1.31,1560.21,4.22,338.59,1
43.45,1.14,1030.37,7.06,798.17,0
77.2,1.16,1788.76,7.16,399.4,2
80.13,2.22,1549.28,4.37,468.32,2
81.71,1.56,1483.45,7.12,842.36,2
47.07,1.77,923.23,7.83,731.97,2
32.57,2.06,1214.69,3.87,419.91,2
41.65,1.31,1184.34,8.17,774.22,1
66.42,0.17,1731.02,7.8,34.2,1
79.13,0.68,1379.22,6.27,419.84,2
83.38,1.37,875.34,9.63,920.54,2
71.07,1.46,892.86,8.54,75.48,2
34.12,1.66,960.13,3.05,423.11,2
38.23,0.57,876.91,4.44,715.48,2
78.54,1.41,1306.55,3.23,69.32,2
45.45,1.68,1539.55,7.24,392.13,1
37.1,2.36,1163.79,8.15,512.98,2
74.32,2.73,1721.03,6.75,511.51,2
45.94,2.81,1257.92,3.89,432.7,2
37.62,1.56,1361.28,5.36,71.65,1
86.61,2.34,1638.88,5.57,760.83,2
59.12,0.68,924.42,5.42,137.55,2
89.9,0.24,1241.14,6.16,300.63,2
64.28,0.53,1583.91,5.33,591.34,1
72.94,2.68,1635.79,7.26,388.39,2
60.19,2.33,1677.55,3.73,384.86,2
76.57,1.35,1132.23,5.88,602.84,2
89.99,1.53,1008.49,4.14,42.35,2
63.53,1.68,1005.23,7.87,741.11,1
45.55,1.1,1790.47,5.62,760.8,0
57.16,2.4,1569.02,7.67,854.78,2
86.35,1.78,1037.47,5.79,758.31,2
69.05,0.62,851.24,7.78,251.08,2
59.98,2.27,1362.67,3.58,185.58,2
43.16,0.85,1365.4,6.53,203.16,0
34.05,0.6,1784.38,6.28,867.35,0
80.93,1.58,1506.69,4.35,688.4,2
46.34,2.51,883.72,8.41,99.94,2
82.87,0.98,1454.39,6.41,366.3,2
68.73,2.85,841.27,9.43,609.08,2
78.44,1.21,1271.84,9.08,414.85,2
62.08,0.16,958.6,7.49,716.98,2
64.96,0.52,1245.41,5.49,495.66,1
82.22,2.35,883.99,9.23,471.77,2
74.63,0.51,1470.72,4.65,438.38,1
31.01,0.54,892.08,4.68,100.02,2
71.51,0.18,1417.74,3.98,945.16,1
85.99,0.75,1414.42,3.2,931.79,2
61.38,0.23,1142.5,3.54,392.94,1
70.2,1.46,1183.72,3.83,244.94,1
36.01,2.44,935.24,7.17,342.74,2
43.56,1.95,1257.0,5.8,592.85,1
59.48,0.98,1359.06,7.69,26.69,0
57.95,0.27,986.41,6.92,866.19,2
82.97,0.3,1219.11,7.08,147.07,2
75.93,2.26,1703.34,3.06,216.68,2
79.63,2.04,1694.39,3.4,596.96,2
64.14,0.2,1313.52,7.27,191.29,1
46.4,1.96,1268.3,9.01,342.38,1
46.0,2.96,1711.14,3.2,770.73,2
36.62,0.18,1073.7,4.89,819.32,0
72.64,2.95,1511.51,5.93,698.93,2
89.97,2.16,1561.68,9.57,113.65,2
72.29,2.57,1754.38,4.48,503.93,2
70.83,0.82,1400.47,4.8,333.46,1
56.49,1.63,1249.37,6.45,298.59,1
39.54,0.24,995.98,7.07,786.12,2
40.15,0.41,1549.29,5.14,951.5,0
72.86,1.05,1089.54,6.67,79.14,1
37.06,0.61,1574.72,6.6,10.57,0
70.41,1.33,1310.85,4.5,551.78,1
88.75,0.31,1083.92,4.7,248.55,2
52.72,2.47,1712.86,4.42,542.95,2
68.21,1.61,1234.08,4.34,488.22,1
54.07,2.41,1563.6,3.94,88.52,2
84.49,1.65,1657.8,3.41,526.52,2
62.37,2.6,897.61,4.68,406.54,2
81.95,2.82,1792.72,9.71,5.94,2
32.86,0.53,1148.86,8.81,892.66,0
41.21,1.9,1717.36,6.25,103.54,1
57.47,1.19,1377.66,6.07,17.35,0
89.64,1.68,1273.63,9.68,155.86,2
41.35,2.44,1060.83,8.59,271.53,2
31.99,1.6,996.69,8.3,641.2,2
85.42,2.37,980.78,8.6,641.74,2
70.14,2.51,1373.82,6.26,636.64,2
47.88,0.63,1416.59,4.64,79.92,0
30.03,1.86,1162.15,8.27,375.18,1
59.16,1.28,1450.57,5.49,963.77,1
86.17,2.56,1720.3,6.14,536.43,2
74.53,2.12,1690.68,8.01,997.88,2
50.91,2.52,1497.63,7.84,325.84,2
77.14,2.71,1018.55,7.38,392.13,2
89.37,1.49,1028.32,5.67,653.84,2
